epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,33541.1,0.85189,0.41085,0.86348,0.98953,0.98345,0.99436,0.8396,0.64168,0.29493,0.83123,0.005149,0.005149,0.005149
51,34211.4,0.85419,0.41026,0.86468,0.98843,0.98459,0.99439,0.83948,0.63816,0.29291,0.83054,0.00505,0.00505,0.00505
52,34883.1,0.85461,0.41217,0.86389,0.98843,0.98439,0.99439,0.84036,0.63588,0.29179,0.83014,0.004951,0.004951,0.004951
53,35554.6,0.85134,0.41091,0.86317,0.98852,0.98509,0.99444,0.84147,0.63474,0.2907,0.82964,0.004852,0.004852,0.004852
54,36224,0.84569,0.40556,0.86162,0.98914,0.98511,0.99445,0.8425,0.63281,0.2894,0.82913,0.004753,0.004753,0.004753
55,36893.9,0.84318,0.40494,0.86066,0.98987,0.98522,0.99445,0.84264,0.63044,0.2882,0.82873,0.004654,0.004654,0.004654
56,37565.4,0.83809,0.40234,0.86,0.99012,0.98516,0.99447,0.844,0.62738,0.28713,0.82826,0.004555,0.004555,0.004555
57,38237.1,0.83361,0.40123,0.85892,0.98936,0.98583,0.99447,0.84488,0.62554,0.28661,0.82764,0.004456,0.004456,0.004456
58,38906.8,0.83731,0.40253,0.85919,0.98948,0.98595,0.99447,0.84537,0.62391,0.28555,0.82707,0.004357,0.004357,0.004357
59,39575.5,0.83058,0.40096,0.86023,0.98957,0.98599,0.99448,0.84635,0.62165,0.28436,0.82658,0.004258,0.004258,0.004258
60,40243.5,0.82115,0.39458,0.85784,0.98993,0.98617,0.99452,0.84677,0.62093,0.2835,0.82636,0.004159,0.004159,0.004159
61,40911.4,0.82991,0.3986,0.85951,0.98989,0.98666,0.99453,0.84763,0.61997,0.28287,0.82613,0.00406,0.00406,0.00406
62,41579.8,0.82549,0.39597,0.8587,0.98924,0.98719,0.99454,0.84849,0.61849,0.28206,0.82591,0.003961,0.003961,0.003961
63,42248.4,0.81897,0.39287,0.85551,0.98928,0.98712,0.99452,0.8488,0.61717,0.2813,0.82576,0.003862,0.003862,0.003862
64,42916.7,0.81181,0.3908,0.85531,0.98958,0.98655,0.99451,0.84915,0.61598,0.28065,0.8256,0.003763,0.003763,0.003763
65,43584.5,0.81484,0.3903,0.85684,0.98896,0.98756,0.99451,0.84953,0.61481,0.28003,0.82538,0.003664,0.003664,0.003664
66,44252.7,0.80868,0.38771,0.85644,0.98905,0.98753,0.99452,0.84982,0.61287,0.27916,0.82494,0.003565,0.003565,0.003565
67,44920.7,0.80001,0.38309,0.85324,0.98916,0.98775,0.99453,0.85021,0.61191,0.27826,0.82477,0.003466,0.003466,0.003466
68,45588.8,0.79942,0.38341,0.85362,0.98977,0.98743,0.99455,0.85047,0.61075,0.27801,0.82464,0.003367,0.003367,0.003367
69,46257.3,0.79221,0.38005,0.85208,0.98938,0.98796,0.99455,0.85055,0.61002,0.27745,0.82445,0.003268,0.003268,0.003268
70,46925.6,0.79649,0.38183,0.85349,0.98953,0.98805,0.99456,0.85139,0.60861,0.27692,0.82424,0.003169,0.003169,0.003169
71,47595.5,0.79197,0.38017,0.8518,0.98957,0.98826,0.99456,0.8515,0.60749,0.27633,0.82409,0.00307,0.00307,0.00307
72,48263.3,0.7901,0.37806,0.85043,0.98957,0.98848,0.99456,0.85193,0.60634,0.27583,0.82376,0.002971,0.002971,0.002971
73,48932.1,0.78528,0.37565,0.85075,0.98993,0.98849,0.99457,0.85219,0.60529,0.27525,0.82355,0.002872,0.002872,0.002872
74,49600.5,0.78457,0.37471,0.84953,0.98999,0.98841,0.99457,0.85254,0.6043,0.27473,0.82324,0.002773,0.002773,0.002773
75,50268.5,0.78139,0.37403,0.8494,0.9899,0.98835,0.99458,0.85298,0.60302,0.2741,0.82298,0.002674,0.002674,0.002674
76,50936.6,0.77893,0.37196,0.85026,0.98999,0.98824,0.99458,0.85332,0.60199,0.27336,0.82274,0.002575,0.002575,0.002575
77,51605,0.77569,0.37092,0.84886,0.99009,0.98854,0.99459,0.85355,0.60173,0.2729,0.82256,0.002476,0.002476,0.002476
78,52275,0.77479,0.37034,0.84873,0.99013,0.98858,0.99459,0.85394,0.6004,0.27234,0.82235,0.002377,0.002377,0.002377
79,52945.9,0.76844,0.36597,0.84758,0.99023,0.9886,0.9946,0.85418,0.59903,0.27187,0.82206,0.002278,0.002278,0.002278
80,53616.2,0.76104,0.36307,0.84521,0.99037,0.98851,0.9946,0.85437,0.5981,0.2714,0.82182,0.002179,0.002179,0.002179
81,54285.3,0.76235,0.36277,0.84487,0.99046,0.98855,0.99462,0.85488,0.59705,0.27083,0.82164,0.00208,0.00208,0.00208
82,54955,0.76223,0.36355,0.84595,0.99029,0.98861,0.99462,0.85518,0.59636,0.2702,0.8215,0.001981,0.001981,0.001981
83,55625.5,0.75808,0.36165,0.84563,0.99041,0.98853,0.99462,0.85539,0.59555,0.26983,0.82135,0.001882,0.001882,0.001882
84,56295,0.75755,0.36191,0.84473,0.99051,0.98862,0.99463,0.85557,0.59472,0.26927,0.82119,0.001783,0.001783,0.001783
85,56964.3,0.74704,0.35581,0.84306,0.99058,0.98868,0.99463,0.85586,0.594,0.26897,0.82102,0.001684,0.001684,0.001684
86,57634.6,0.74566,0.3562,0.84393,0.99086,0.98851,0.99463,0.85585,0.59329,0.26867,0.8209,0.001585,0.001585,0.001585
87,58306.1,0.74235,0.35428,0.84256,0.99094,0.98856,0.99463,0.85614,0.59261,0.26828,0.82074,0.001486,0.001486,0.001486
88,58975.1,0.74398,0.35226,0.84222,0.99103,0.98855,0.99464,0.8564,0.59177,0.26773,0.82054,0.001387,0.001387,0.001387
89,59643.6,0.74075,0.351,0.83948,0.99108,0.9886,0.99464,0.85655,0.5913,0.26747,0.82043,0.001288,0.001288,0.001288
90,60313.7,0.73804,0.35049,0.84151,0.99112,0.98865,0.99464,0.85661,0.59095,0.26719,0.82033,0.001189,0.001189,0.001189
91,61007.6,0.64233,0.29935,0.82505,0.99108,0.98873,0.99464,0.85707,0.59018,0.26679,0.82016,0.00109,0.00109,0.00109
92,61673.9,0.63057,0.29275,0.82336,0.99108,0.98897,0.99465,0.85729,0.589,0.26631,0.81997,0.000991,0.000991,0.000991
93,62338.7,0.62355,0.29134,0.82154,0.991,0.98902,0.99465,0.85766,0.58781,0.2657,0.81977,0.000892,0.000892,0.000892
94,63004.8,0.61844,0.28878,0.82086,0.99112,0.98893,0.99465,0.85877,0.58669,0.26534,0.81958,0.000793,0.000793,0.000793
95,63671.8,0.61264,0.28516,0.81956,0.99112,0.989,0.99466,0.85916,0.58569,0.26488,0.81939,0.000694,0.000694,0.000694
96,64335.5,0.60573,0.28206,0.81896,0.99124,0.98907,0.99466,0.85953,0.58439,0.26438,0.81918,0.000595,0.000595,0.000595
97,65000.4,0.60105,0.27897,0.81838,0.99134,0.98902,0.99466,0.8601,0.5832,0.26389,0.81899,0.000496,0.000496,0.000496
98,65666.8,0.59887,0.27828,0.81672,0.99144,0.989,0.99467,0.86047,0.582,0.26353,0.81879,0.000397,0.000397,0.000397
99,66333.5,0.59318,0.27489,0.81685,0.99155,0.9891,0.99467,0.86075,0.58096,0.26288,0.81859,0.000298,0.000298,0.000298
100,66998.7,0.59294,0.2742,0.81585,0.99156,0.98913,0.99468,0.86117,0.57992,0.26248,0.81842,0.000199,0.000199,0.000199
