epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,9186.85,0.84651,0.41801,0.82891,0.86089,0.76047,0.79188,0.32839,2.07993,1.24085,1.04815,0.004357,0.004357,0.004357
59,9346.04,0.84255,0.41758,0.82924,0.86459,0.75683,0.79414,0.33118,2.07357,1.23743,1.04904,0.004258,0.004258,0.004258
60,9506.97,0.84625,0.41614,0.82899,0.86826,0.76845,0.80574,0.33861,2.08446,1.25297,1.05824,0.004159,0.004159,0.004159
61,9667.11,0.83199,0.40956,0.8275,0.86409,0.76242,0.79576,0.33486,2.07925,1.2294,1.05328,0.00406,0.00406,0.00406
62,9827.41,0.8314,0.41001,0.82709,0.8769,0.76274,0.80503,0.33815,2.0767,1.2174,1.05307,0.003961,0.003961,0.003961
63,9986.43,0.83111,0.41033,0.82615,0.87417,0.75749,0.80096,0.33453,2.08117,1.23167,1.04751,0.003862,0.003862,0.003862
64,10145.5,0.82365,0.40737,0.82616,0.86414,0.77165,0.80169,0.33832,2.06818,1.23858,1.04405,0.003763,0.003763,0.003763
65,10304.6,0.81482,0.40234,0.82403,0.86227,0.75379,0.79035,0.33167,2.0804,1.24321,1.05214,0.003664,0.003664,0.003664
66,10464.3,0.81492,0.40388,0.82557,0.85859,0.74902,0.78402,0.32701,2.08879,1.25467,1.05431,0.003565,0.003565,0.003565
67,10623.8,0.81685,0.40238,0.82469,0.86575,0.73816,0.77825,0.32439,2.11156,1.27639,1.05972,0.003466,0.003466,0.003466
68,10782.9,0.81191,0.39854,0.8253,0.87016,0.74829,0.78975,0.33085,2.1014,1.25895,1.05963,0.003367,0.003367,0.003367
69,10941.5,0.80493,0.39752,0.82331,0.87169,0.74943,0.79195,0.33286,2.09721,1.25976,1.05727,0.003268,0.003268,0.003268
70,11100.3,0.80143,0.39487,0.82206,0.85805,0.75249,0.78894,0.32811,2.10274,1.25661,1.05605,0.003169,0.003169,0.003169
71,11259.3,0.7984,0.39171,0.82134,0.86545,0.75391,0.79252,0.3301,2.10997,1.24368,1.05844,0.00307,0.00307,0.00307
72,11419.5,0.79633,0.39238,0.82254,0.87002,0.75367,0.79522,0.331,2.11291,1.24393,1.06055,0.002971,0.002971,0.002971
73,11580.4,0.79611,0.39197,0.82095,0.86867,0.75252,0.79229,0.33112,2.09459,1.23943,1.05186,0.002872,0.002872,0.002872
74,11739.3,0.78822,0.3883,0.82144,0.86582,0.75527,0.78943,0.3308,2.09371,1.2411,1.05169,0.002773,0.002773,0.002773
75,11898.6,0.78508,0.38686,0.82139,0.86804,0.7572,0.79273,0.33058,2.0948,1.24463,1.05287,0.002674,0.002674,0.002674
76,12059.3,0.78406,0.38627,0.8206,0.86724,0.7551,0.78801,0.32887,2.09251,1.24625,1.05145,0.002575,0.002575,0.002575
77,12218.4,0.77777,0.38396,0.8201,0.8712,0.75215,0.79085,0.32794,2.09407,1.24025,1.05063,0.002476,0.002476,0.002476
78,12377.6,0.78002,0.38594,0.82018,0.87064,0.74865,0.78757,0.32747,2.10371,1.25169,1.05507,0.002377,0.002377,0.002377
79,12537.7,0.76952,0.37984,0.81939,0.87528,0.74952,0.79361,0.32894,2.1064,1.24678,1.06043,0.002278,0.002278,0.002278
80,12696.8,0.7688,0.37916,0.81883,0.87672,0.75095,0.79696,0.33101,2.10345,1.247,1.06172,0.002179,0.002179,0.002179
81,12856.1,0.76882,0.37824,0.81878,0.86963,0.75806,0.79921,0.33312,2.09902,1.25237,1.06078,0.00208,0.00208,0.00208
82,13015.2,0.76563,0.37864,0.81862,0.87036,0.75428,0.79609,0.33208,2.09597,1.25769,1.06003,0.001981,0.001981,0.001981
83,13174,0.75542,0.37155,0.81702,0.86547,0.75367,0.7919,0.33074,2.09688,1.25236,1.06,0.001882,0.001882,0.001882
84,13334.7,0.76194,0.37388,0.81692,0.86812,0.75266,0.79332,0.33277,2.09434,1.25293,1.06108,0.001783,0.001783,0.001783
85,13493.9,0.75159,0.36927,0.81614,0.86501,0.75428,0.79274,0.33465,2.09377,1.25167,1.06151,0.001684,0.001684,0.001684
86,13652.6,0.75107,0.36924,0.81699,0.86603,0.75502,0.79411,0.33431,2.09374,1.24863,1.06174,0.001585,0.001585,0.001585
87,13812.6,0.75023,0.3707,0.81657,0.87485,0.75149,0.79611,0.33352,2.09715,1.24704,1.06325,0.001486,0.001486,0.001486
88,13972.6,0.74317,0.36555,0.81636,0.87186,0.7556,0.7955,0.33217,2.10144,1.24739,1.06541,0.001387,0.001387,0.001387
89,14131.9,0.73759,0.36152,0.81494,0.87105,0.75662,0.79512,0.33237,2.10324,1.24675,1.06679,0.001288,0.001288,0.001288
90,14291.3,0.74156,0.36354,0.81552,0.87074,0.75607,0.79383,0.33186,2.10404,1.24685,1.06754,0.001189,0.001189,0.001189
91,14464.1,0.64604,0.3108,0.80065,0.86915,0.7512,0.79018,0.33079,2.11015,1.24991,1.07016,0.00109,0.00109,0.00109
92,14620.1,0.63179,0.30598,0.79977,0.86859,0.74886,0.7883,0.33002,2.11491,1.25594,1.07251,0.000991,0.000991,0.000991
93,14776.1,0.62406,0.30199,0.79986,0.86884,0.746,0.78662,0.32903,2.11995,1.26054,1.07475,0.000892,0.000892,0.000892
94,14932,0.61509,0.29713,0.79744,0.86466,0.74646,0.78502,0.32882,2.12715,1.2656,1.07807,0.000793,0.000793,0.000793
95,15084.7,0.61068,0.29749,0.79762,0.8636,0.74434,0.78412,0.32852,2.13092,1.27129,1.07947,0.000694,0.000694,0.000694
96,15237.4,0.60202,0.29342,0.79582,0.86236,0.74332,0.78335,0.32878,2.1341,1.27719,1.08075,0.000595,0.000595,0.000595
97,15392.2,0.59759,0.29117,0.79531,0.85979,0.74218,0.78211,0.3283,2.13851,1.28427,1.08268,0.000496,0.000496,0.000496
98,15546.4,0.59619,0.28963,0.79653,0.85654,0.74323,0.78143,0.32791,2.14204,1.28752,1.08392,0.000397,0.000397,0.000397
99,15699.1,0.59478,0.28775,0.79491,0.85503,0.74254,0.7804,0.32699,2.14757,1.29449,1.08602,0.000298,0.000298,0.000298
100,15852.1,0.58703,0.28336,0.7947,0.85459,0.74196,0.7798,0.32726,2.14993,1.29774,1.08706,0.000199,0.000199,0.000199
