epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,220.14,1.71436,0.82885,0.85514,0.91122,0.86439,0.90296,0.46415,1.64725,0.73554,0.82849,0.001736,0.001736,0.001736
22,229.744,1.71057,0.82184,0.84963,0.92273,0.74165,0.85266,0.43061,1.67825,0.78605,0.82923,0.0017228,0.0017228,0.0017228
23,239.836,1.71929,0.84638,0.84476,0.9341,0.80844,0.88626,0.44756,1.64333,0.76821,0.82805,0.0017096,0.0017096,0.0017096
24,250.244,1.70825,0.80301,0.84972,0.93003,0.80735,0.89095,0.44983,1.66039,0.75438,0.82935,0.0016964,0.0016964,0.0016964
25,260.003,1.69843,0.78676,0.84578,0.97146,0.86275,0.91706,0.48297,1.60714,0.70112,0.8248,0.0016832,0.0016832,0.0016832
26,269.87,1.68876,0.78281,0.84244,0.92887,0.87724,0.91739,0.4655,1.67687,0.71796,0.83087,0.00167,0.00167,0.00167
27,279.778,1.70498,0.79394,0.84885,0.93803,0.86819,0.91164,0.4799,1.58945,0.70901,0.82344,0.0016568,0.0016568,0.0016568
28,290.187,1.68289,0.77287,0.85001,0.95991,0.86565,0.92004,0.50194,1.55568,0.67585,0.81965,0.0016436,0.0016436,0.0016436
29,299.902,1.70608,0.79551,0.85277,0.91611,0.80275,0.90276,0.47008,1.63508,0.71911,0.82453,0.0016304,0.0016304,0.0016304
30,309.798,1.66768,0.76143,0.85087,0.94158,0.84791,0.91466,0.47651,1.6196,0.69887,0.82435,0.0016172,0.0016172,0.0016172
31,319.862,1.7058,0.78664,0.84526,0.95392,0.86594,0.91758,0.48827,1.60349,0.7019,0.82425,0.001604,0.001604,0.001604
32,330.272,1.64679,0.74703,0.85001,0.97256,0.85365,0.91952,0.48396,1.5855,0.68352,0.82238,0.0015908,0.0015908,0.0015908
33,340.493,1.68217,0.76816,0.85037,0.94783,0.87499,0.92793,0.49555,1.58095,0.68474,0.82242,0.0015776,0.0015776,0.0015776
34,350.778,1.63072,0.73118,0.83507,0.96383,0.8782,0.92613,0.49377,1.63165,0.69058,0.82693,0.0015644,0.0015644,0.0015644
35,360.515,1.68249,0.74656,0.84995,0.83524,0.86094,0.89743,0.46163,1.63536,0.72663,0.8242,0.0015512,0.0015512,0.0015512
36,370.087,1.62484,0.73989,0.84439,0.96237,0.87522,0.92426,0.49534,1.57078,0.66097,0.81946,0.001538,0.001538,0.001538
37,379.621,1.63813,0.73828,0.84343,0.95334,0.87959,0.92828,0.49835,1.58004,0.67319,0.82098,0.0015248,0.0015248,0.0015248
38,389.461,1.66546,0.74551,0.84746,0.96455,0.88213,0.93214,0.50785,1.56103,0.65301,0.82032,0.0015116,0.0015116,0.0015116
39,399.009,1.64712,0.76252,0.8435,0.95835,0.87499,0.92406,0.50193,1.54763,0.65454,0.81884,0.0014984,0.0014984,0.0014984
40,408.854,1.60992,0.72607,0.8385,0.95899,0.88916,0.92819,0.50589,1.5546,0.6723,0.82043,0.0014852,0.0014852,0.0014852
41,418.727,1.60195,0.71845,0.84687,0.95742,0.8835,0.93996,0.5212,1.55587,0.67253,0.81967,0.001472,0.001472,0.001472
42,428.32,1.6543,0.72955,0.83126,0.95623,0.90875,0.94292,0.51897,1.52103,0.6324,0.81666,0.0014588,0.0014588,0.0014588
43,437.77,1.64443,0.74526,0.83315,0.95267,0.91128,0.94028,0.49891,1.58574,0.65585,0.82019,0.0014456,0.0014456,0.0014456
44,447.328,1.69082,0.72015,0.85464,0.95776,0.89095,0.9303,0.4885,1.6269,0.67572,0.82477,0.0014324,0.0014324,0.0014324
45,456.897,1.65682,0.7269,0.84569,0.9672,0.89684,0.93429,0.51038,1.54085,0.64177,0.81919,0.0014192,0.0014192,0.0014192
46,466.655,1.59064,0.70217,0.83388,0.96888,0.90621,0.94535,0.52283,1.51269,0.62637,0.81762,0.001406,0.001406,0.001406
47,476.504,1.60363,0.70962,0.83493,0.95345,0.90869,0.93679,0.51526,1.54882,0.64238,0.81928,0.0013928,0.0013928,0.0013928
48,486.139,1.62029,0.69332,0.8438,0.9676,0.90748,0.95072,0.51597,1.53479,0.64758,0.81978,0.0013796,0.0013796,0.0013796
49,495.823,1.58912,0.69271,0.83593,0.95839,0.90495,0.93675,0.52374,1.52128,0.63835,0.81771,0.0013664,0.0013664,0.0013664
50,505.521,1.63342,0.71715,0.83915,0.95161,0.89987,0.9388,0.51416,1.5126,0.64123,0.81706,0.0013532,0.0013532,0.0013532
51,516.095,1.58819,0.71047,0.83113,0.96036,0.89045,0.94249,0.52223,1.50945,0.62474,0.81715,0.00134,0.00134,0.00134
52,526.601,1.5392,0.673,0.83614,0.96332,0.90241,0.94196,0.52162,1.51677,0.62024,0.81794,0.0013268,0.0013268,0.0013268
53,536.504,1.58733,0.70838,0.83912,0.95942,0.89901,0.93701,0.5177,1.52399,0.63908,0.81793,0.0013136,0.0013136,0.0013136
54,546.015,1.57655,0.69528,0.83698,0.96979,0.8948,0.94047,0.52331,1.49977,0.63029,0.81562,0.0013004,0.0013004,0.0013004
55,555.653,1.58541,0.69036,0.83966,0.86222,0.88834,0.92279,0.5064,1.52832,0.698,0.81941,0.0012872,0.0012872,0.0012872
56,565.131,1.59224,0.69907,0.83851,0.9716,0.87326,0.94251,0.52248,1.49325,0.62599,0.81607,0.001274,0.001274,0.001274
57,574.59,1.59201,0.72152,0.83614,0.96493,0.89861,0.94773,0.5297,1.50972,0.63084,0.81631,0.0012608,0.0012608,0.0012608
58,584.103,1.54152,0.67901,0.84061,0.96174,0.8921,0.9431,0.52031,1.53108,0.64443,0.8176,0.0012476,0.0012476,0.0012476
59,593.625,1.52433,0.67432,0.84034,0.95193,0.88847,0.93804,0.51898,1.50932,0.63564,0.81439,0.0012344,0.0012344,0.0012344
60,603.118,1.53759,0.67155,0.82725,0.96928,0.87986,0.94589,0.53257,1.48525,0.61698,0.81343,0.0012212,0.0012212,0.0012212
61,612.788,1.50263,0.65832,0.83302,0.96587,0.89667,0.94216,0.52173,1.50352,0.62378,0.81457,0.001208,0.001208,0.001208
62,622.331,1.5221,0.66964,0.83335,0.96165,0.92158,0.95474,0.53121,1.46673,0.60291,0.81167,0.0011948,0.0011948,0.0011948
63,632.019,1.52553,0.67028,0.82356,0.95686,0.9277,0.9538,0.5294,1.45581,0.60414,0.81134,0.0011816,0.0011816,0.0011816
64,641.577,1.53536,0.6654,0.83577,0.95425,0.92518,0.95649,0.53716,1.45634,0.60523,0.81249,0.0011684,0.0011684,0.0011684
65,651.365,1.54991,0.68982,0.82849,0.95551,0.92551,0.95164,0.53998,1.4979,0.61946,0.81441,0.0011552,0.0011552,0.0011552
66,660.917,1.54178,0.67073,0.82985,0.96453,0.91888,0.95477,0.54214,1.47077,0.60088,0.8124,0.001142,0.001142,0.001142
67,670.579,1.5613,0.68524,0.83012,0.9769,0.91121,0.95201,0.533,1.46771,0.59927,0.81121,0.0011288,0.0011288,0.0011288
68,680.06,1.51996,0.6469,0.829,0.95347,0.90893,0.94229,0.51664,1.51128,0.61241,0.81486,0.0011156,0.0011156,0.0011156
69,689.63,1.53636,0.65392,0.8359,0.95907,0.91255,0.94665,0.53508,1.46152,0.61157,0.81144,0.0011024,0.0011024,0.0011024
70,699.294,1.50438,0.64372,0.83915,0.96612,0.90342,0.94836,0.53842,1.46274,0.59826,0.81187,0.0010892,0.0010892,0.0010892
71,708.894,1.56725,0.66887,0.83069,0.96746,0.90439,0.95259,0.54072,1.4804,0.61299,0.81201,0.001076,0.001076,0.001076
72,718.522,1.54903,0.68419,0.83202,0.97126,0.89958,0.94872,0.52954,1.50045,0.63178,0.8144,0.0010628,0.0010628,0.0010628
73,728.226,1.5026,0.65503,0.83184,0.96827,0.90114,0.94987,0.54171,1.46528,0.60258,0.81416,0.0010496,0.0010496,0.0010496
74,737.851,1.51352,0.65263,0.83555,0.96643,0.91214,0.94905,0.54185,1.46981,0.60142,0.81226,0.0010364,0.0010364,0.0010364
75,747.411,1.52074,0.67602,0.83347,0.97256,0.89831,0.94444,0.53296,1.47207,0.61065,0.81061,0.0010232,0.0010232,0.0010232
76,757.143,1.51047,0.67415,0.82212,0.96275,0.91712,0.95288,0.546,1.43492,0.59178,0.80851,0.00101,0.00101,0.00101
77,766.776,1.51039,0.65884,0.83172,0.95292,0.92344,0.95558,0.54488,1.44318,0.5849,0.80949,0.0009968,0.0009968,0.0009968
78,776.545,1.46346,0.62047,0.8321,0.96684,0.91001,0.95054,0.5342,1.44272,0.58925,0.80983,0.0009836,0.0009836,0.0009836
79,786.182,1.51377,0.64977,0.83102,0.96806,0.90368,0.95207,0.53927,1.45111,0.59881,0.81022,0.0009704,0.0009704,0.0009704
80,795.892,1.52147,0.66483,0.83188,0.9593,0.89613,0.94775,0.54585,1.41971,0.61785,0.80809,0.0009572,0.0009572,0.0009572
81,805.457,1.473,0.64396,0.8276,0.96917,0.91643,0.95301,0.5484,1.44547,0.59746,0.80948,0.000944,0.000944,0.000944
82,815.002,1.51835,0.66362,0.83141,0.96135,0.91428,0.95163,0.54751,1.44155,0.5947,0.81025,0.0009308,0.0009308,0.0009308
83,824.582,1.50002,0.66128,0.82923,0.95289,0.92289,0.95817,0.54722,1.46486,0.60327,0.81162,0.0009176,0.0009176,0.0009176
84,834.209,1.46497,0.63065,0.82315,0.9593,0.91762,0.95287,0.55146,1.43012,0.59663,0.80947,0.0009044,0.0009044,0.0009044
85,843.792,1.45895,0.63828,0.82723,0.95877,0.92142,0.95215,0.54917,1.45159,0.59198,0.81001,0.0008912,0.0008912,0.0008912
86,853.48,1.49282,0.64361,0.82113,0.97103,0.89206,0.95207,0.54615,1.4513,0.59783,0.81059,0.000878,0.000878,0.000878
87,863.269,1.42931,0.63302,0.82159,0.9678,0.86692,0.94624,0.5407,1.45583,0.61438,0.80893,0.0008648,0.0008648,0.0008648
88,872.891,1.46664,0.61466,0.83041,0.97369,0.89137,0.95361,0.53989,1.46759,0.6071,0.8107,0.0008516,0.0008516,0.0008516
89,882.492,1.51342,0.65633,0.82263,0.96407,0.91822,0.95857,0.55434,1.43795,0.58753,0.8086,0.0008384,0.0008384,0.0008384
90,892.075,1.42025,0.60974,0.81271,0.96415,0.92649,0.95589,0.55457,1.4295,0.58479,0.80793,0.0008252,0.0008252,0.0008252
91,901.642,1.45731,0.63324,0.82569,0.9656,0.92488,0.95924,0.55765,1.4363,0.60068,0.80926,0.000812,0.000812,0.000812
92,911.369,1.48975,0.6557,0.82208,0.96893,0.90908,0.95411,0.55178,1.44888,0.59689,0.80924,0.0007988,0.0007988,0.0007988
93,920.959,1.4733,0.63009,0.82397,0.9604,0.92214,0.9603,0.55242,1.44901,0.59397,0.81021,0.0007856,0.0007856,0.0007856
94,930.557,1.40831,0.60012,0.81912,0.95827,0.93144,0.95818,0.55624,1.42157,0.57634,0.80776,0.0007724,0.0007724,0.0007724
95,940.222,1.39803,0.60234,0.82819,0.96276,0.91758,0.95502,0.55596,1.41354,0.56946,0.80756,0.0007592,0.0007592,0.0007592
96,949.678,1.43307,0.61159,0.826,0.9677,0.91127,0.9543,0.55546,1.40596,0.5703,0.80741,0.000746,0.000746,0.000746
97,960.042,1.44949,0.59779,0.83315,0.9631,0.92615,0.95951,0.56292,1.39402,0.56448,0.80665,0.0007328,0.0007328,0.0007328
98,969.872,1.42245,0.59939,0.81458,0.97485,0.92395,0.96815,0.5602,1.40575,0.57033,0.80754,0.0007196,0.0007196,0.0007196
99,979.447,1.43649,0.6272,0.82307,0.96196,0.92936,0.9606,0.55851,1.40586,0.56323,0.80755,0.0007064,0.0007064,0.0007064
100,989.19,1.46812,0.6332,0.82231,0.9643,0.93283,0.96131,0.55614,1.4118,0.5675,0.80837,0.0006932,0.0006932,0.0006932
101,998.832,1.45721,0.61571,0.82293,0.96156,0.92522,0.95419,0.55014,1.41304,0.56776,0.80805,0.00068,0.00068,0.00068
102,1008.65,1.40591,0.60456,0.82213,0.96893,0.92269,0.96203,0.55461,1.40962,0.56742,0.8066,0.0006668,0.0006668,0.0006668
103,1018.4,1.48454,0.62091,0.82123,0.96059,0.92668,0.96022,0.54823,1.42933,0.58516,0.80774,0.0006536,0.0006536,0.0006536
104,1028.1,1.40665,0.62147,0.80618,0.96548,0.92165,0.95795,0.55139,1.41419,0.57136,0.80734,0.0006404,0.0006404,0.0006404
105,1037.89,1.39968,0.60097,0.8258,0.96931,0.91255,0.9598,0.55466,1.41815,0.56943,0.80872,0.0006272,0.0006272,0.0006272
106,1047.51,1.41485,0.60869,0.82697,0.95408,0.92649,0.96084,0.55678,1.44075,0.58607,0.80908,0.000614,0.000614,0.000614
107,1057.19,1.42162,0.6024,0.82389,0.9619,0.92142,0.96316,0.55957,1.41899,0.57117,0.80759,0.0006008,0.0006008,0.0006008
108,1067,1.39708,0.59758,0.82237,0.96024,0.91822,0.95491,0.56584,1.4196,0.57337,0.80754,0.0005876,0.0005876,0.0005876
109,1076.78,1.37378,0.59796,0.81709,0.95878,0.92015,0.95688,0.55965,1.4129,0.56294,0.8084,0.0005744,0.0005744,0.0005744
110,1086.38,1.41809,0.59739,0.82115,0.95922,0.92411,0.95219,0.55421,1.40406,0.56437,0.80882,0.0005612,0.0005612,0.0005612
111,1096.19,1.39286,0.58925,0.8204,0.94811,0.92636,0.95458,0.55638,1.40736,0.564,0.80818,0.000548,0.000548,0.000548
112,1105.76,1.40912,0.60112,0.82257,0.96026,0.92522,0.95968,0.55965,1.40803,0.56642,0.8074,0.0005348,0.0005348,0.0005348
113,1115.3,1.41176,0.60127,0.81218,0.95664,0.92273,0.95518,0.56276,1.39921,0.55881,0.80622,0.0005216,0.0005216,0.0005216
114,1125.07,1.42866,0.60365,0.81992,0.95576,0.92015,0.95658,0.55818,1.40638,0.5568,0.8066,0.0005084,0.0005084,0.0005084
115,1134.82,1.40276,0.58582,0.82501,0.9584,0.93443,0.95767,0.56299,1.38708,0.55218,0.80667,0.0004952,0.0004952,0.0004952
116,1144.4,1.40606,0.5886,0.82524,0.95691,0.92776,0.95886,0.56015,1.39521,0.5583,0.80689,0.000482,0.000482,0.000482
117,1154.23,1.40739,0.59157,0.81968,0.9681,0.93029,0.96163,0.56238,1.38975,0.55344,0.80661,0.0004688,0.0004688,0.0004688
118,1163.95,1.36139,0.59262,0.82323,0.96773,0.93029,0.96215,0.56788,1.38431,0.55426,0.80613,0.0004556,0.0004556,0.0004556
119,1173.52,1.41689,0.5903,0.81878,0.96199,0.93012,0.95938,0.56345,1.4093,0.55523,0.8083,0.0004424,0.0004424,0.0004424
120,1183.39,1.37864,0.57727,0.82296,0.96592,0.93391,0.95866,0.56155,1.39334,0.55387,0.80787,0.0004292,0.0004292,0.0004292
121,1193.09,1.4062,0.57909,0.82003,0.96658,0.94043,0.96417,0.56038,1.41174,0.5593,0.80775,0.000416,0.000416,0.000416
122,1202.83,1.39159,0.57486,0.81757,0.96015,0.92395,0.95662,0.56611,1.39682,0.56096,0.80617,0.0004028,0.0004028,0.0004028
123,1212.54,1.3966,0.6042,0.82252,0.9595,0.92142,0.95499,0.56616,1.39099,0.55894,0.80542,0.0003896,0.0003896,0.0003896
124,1222.14,1.40352,0.60653,0.81229,0.95972,0.9379,0.95765,0.56501,1.3876,0.55117,0.80505,0.0003764,0.0003764,0.0003764
125,1231.86,1.37029,0.5893,0.81534,0.95471,0.93505,0.957,0.56884,1.3846,0.55286,0.80541,0.0003632,0.0003632,0.0003632
126,1241.56,1.3772,0.57572,0.82131,0.95865,0.94017,0.96069,0.56707,1.39208,0.55504,0.80515,0.00035,0.00035,0.00035
127,1251.25,1.34385,0.56886,0.82115,0.95751,0.94259,0.96631,0.57007,1.38695,0.55563,0.80482,0.0003368,0.0003368,0.0003368
128,1260.9,1.3801,0.58774,0.81579,0.95851,0.93693,0.9662,0.56959,1.39141,0.55949,0.80511,0.0003236,0.0003236,0.0003236
129,1270.64,1.38101,0.58862,0.81357,0.96232,0.93873,0.96377,0.57046,1.38419,0.55211,0.80516,0.0003104,0.0003104,0.0003104
130,1280.21,1.36697,0.56494,0.81088,0.95931,0.9379,0.96372,0.57191,1.37915,0.54825,0.80483,0.0002972,0.0002972,0.0002972
131,1289.94,1.38341,0.58019,0.8224,0.96107,0.93856,0.96443,0.56738,1.37994,0.54949,0.80472,0.000284,0.000284,0.000284
132,1299.69,1.33983,0.56649,0.81937,0.96242,0.94132,0.96371,0.56931,1.38751,0.55414,0.80512,0.0002708,0.0002708,0.0002708
133,1309.49,1.37459,0.6082,0.822,0.96126,0.94359,0.96378,0.57061,1.38009,0.55074,0.8041,0.0002576,0.0002576,0.0002576
134,1319.36,1.36292,0.5758,0.81333,0.95877,0.94309,0.96426,0.57249,1.37117,0.54317,0.80425,0.0002444,0.0002444,0.0002444
135,1329.09,1.32018,0.55887,0.81785,0.96102,0.9373,0.96315,0.57104,1.36187,0.54358,0.80378,0.0002312,0.0002312,0.0002312
136,1338.64,1.3604,0.57393,0.81697,0.96071,0.93916,0.96353,0.57281,1.36211,0.54389,0.80368,0.000218,0.000218,0.000218
137,1348.48,1.36467,0.56114,0.81499,0.96103,0.93759,0.96382,0.57222,1.36481,0.54562,0.80434,0.0002048,0.0002048,0.0002048
138,1358.21,1.37319,0.58874,0.82204,0.95488,0.93886,0.96305,0.56958,1.37527,0.548,0.80444,0.0001916,0.0001916,0.0001916
139,1367.77,1.34152,0.57071,0.81991,0.94979,0.93498,0.96245,0.572,1.36521,0.54364,0.80431,0.0001784,0.0001784,0.0001784
140,1377.48,1.38304,0.58364,0.81739,0.95588,0.93371,0.96232,0.56989,1.36594,0.54233,0.80439,0.0001652,0.0001652,0.0001652
141,1397.34,1.36963,0.548,0.82017,0.95758,0.92522,0.95712,0.56136,1.39114,0.54842,0.80635,0.000152,0.000152,0.000152
142,1407,1.41094,0.61249,0.81904,0.95948,0.93283,0.96113,0.56588,1.38799,0.54654,0.8059,0.0001388,0.0001388,0.0001388
143,1416.74,1.39564,0.57858,0.81859,0.96211,0.9332,0.96431,0.57295,1.37987,0.54781,0.80559,0.0001256,0.0001256,0.0001256
144,1426.18,1.38355,0.59126,0.82285,0.95883,0.93156,0.96231,0.57309,1.38637,0.54666,0.80539,0.0001124,0.0001124,0.0001124
145,1435.79,1.36967,0.57327,0.81296,0.95604,0.93723,0.96255,0.57087,1.38292,0.54422,0.80504,9.92e-05,9.92e-05,9.92e-05
146,1445.4,1.3281,0.53769,0.81778,0.95888,0.93536,0.96218,0.57189,1.38105,0.54403,0.80492,8.6e-05,8.6e-05,8.6e-05
147,1455.11,1.33365,0.54893,0.81716,0.96194,0.93663,0.96164,0.56964,1.37974,0.54461,0.80448,7.28e-05,7.28e-05,7.28e-05
148,1464.79,1.34463,0.5637,0.81831,0.96077,0.93123,0.96273,0.57139,1.37733,0.54134,0.80447,5.96e-05,5.96e-05,5.96e-05
149,1474.4,1.35495,0.57554,0.80974,0.96217,0.93473,0.96373,0.57206,1.37141,0.54127,0.80456,4.64e-05,4.64e-05,4.64e-05
150,1484.08,1.33071,0.54278,0.81655,0.96483,0.93916,0.96498,0.5723,1.3718,0.54003,0.80453,3.32e-05,3.32e-05,3.32e-05
