epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,199.439,1.7209,0.80321,0.83911,0.88992,0.60036,0.66043,0.27169,2.23516,1.44185,0.85917,0.0018119,0.0018119,0.0018119
21,208.424,1.68064,0.7451,0.85214,0.86009,0.62796,0.67283,0.28272,2.23464,1.23453,0.86325,0.001802,0.001802,0.001802
22,217.588,1.66002,0.78013,0.84592,0.80704,0.55467,0.59854,0.24192,2.31037,1.36064,0.86998,0.0017921,0.0017921,0.0017921
23,226.776,1.6619,0.78046,0.83945,0.86455,0.58337,0.64325,0.26526,2.25076,1.27098,0.86471,0.0017822,0.0017822,0.0017822
24,235.943,1.65462,0.751,0.8445,0.82834,0.6486,0.70164,0.28624,2.24476,1.2029,0.86344,0.0017723,0.0017723,0.0017723
25,245.239,1.61633,0.73564,0.8384,0.77911,0.57885,0.58466,0.25193,2.36773,1.41694,0.87532,0.0017624,0.0017624,0.0017624
26,254.216,1.6358,0.73791,0.83957,0.83118,0.61766,0.63558,0.26141,2.28507,1.39833,0.86754,0.0017525,0.0017525,0.0017525
27,263.282,1.63894,0.75229,0.83787,0.89198,0.6595,0.72794,0.31519,2.1348,1.25465,0.86074,0.0017426,0.0017426,0.0017426
28,272.489,1.64455,0.74047,0.85163,0.86078,0.65372,0.70431,0.30524,2.16212,1.19787,0.85532,0.0017327,0.0017327,0.0017327
29,281.563,1.63431,0.73685,0.84613,0.85912,0.64478,0.67954,0.28701,2.20732,1.30682,0.86201,0.0017228,0.0017228,0.0017228
30,290.696,1.55573,0.69838,0.83982,0.83882,0.66846,0.6841,0.27878,2.25028,1.26534,0.86112,0.0017129,0.0017129,0.0017129
31,299.809,1.58589,0.71409,0.83524,0.82958,0.64558,0.68585,0.27534,2.24433,1.18236,0.85749,0.001703,0.001703,0.001703
32,308.923,1.5771,0.71088,0.84297,0.86748,0.67563,0.74213,0.29764,2.2227,1.0687,0.86202,0.0016931,0.0016931,0.0016931
33,318.064,1.60022,0.71331,0.84278,0.82778,0.70251,0.74642,0.29137,2.21093,1.04397,0.86126,0.0016832,0.0016832,0.0016832
34,327.306,1.57474,0.70488,0.83066,0.84614,0.70959,0.76738,0.31387,2.13338,1.02307,0.85414,0.0016733,0.0016733,0.0016733
35,336.313,1.56944,0.68348,0.83964,0.89544,0.69355,0.75887,0.31061,2.18148,1.0775,0.8631,0.0016634,0.0016634,0.0016634
36,345.549,1.54539,0.6805,0.83756,0.8128,0.63806,0.71393,0.30028,2.141,1.19997,0.85896,0.0016535,0.0016535,0.0016535
37,354.754,1.54991,0.67244,0.83813,0.8471,0.72401,0.7344,0.30938,2.13462,1.07606,0.85651,0.0016436,0.0016436,0.0016436
38,364.031,1.56623,0.68298,0.83418,0.89234,0.63262,0.71688,0.29653,2.24148,1.18477,0.8645,0.0016337,0.0016337,0.0016337
39,373.407,1.56241,0.711,0.83056,0.85077,0.65389,0.69311,0.29006,2.2342,1.16782,0.86522,0.0016238,0.0016238,0.0016238
40,382.594,1.54884,0.68683,0.8338,0.88949,0.64158,0.70286,0.29844,2.20893,1.20787,0.86231,0.0016139,0.0016139,0.0016139
41,391.669,1.4774,0.6502,0.83602,0.89601,0.664,0.72994,0.31253,2.17378,1.21543,0.85212,0.001604,0.001604,0.001604
42,400.656,1.54374,0.67013,0.83124,0.84142,0.70364,0.71136,0.30077,2.12996,1.09149,0.84522,0.0015941,0.0015941,0.0015941
43,409.784,1.55399,0.68788,0.82969,0.87776,0.68203,0.72345,0.31281,2.09093,1.06192,0.84533,0.0015842,0.0015842,0.0015842
44,418.869,1.53245,0.66154,0.83766,0.87273,0.6759,0.71137,0.29944,2.18855,1.18433,0.85965,0.0015743,0.0015743,0.0015743
45,428.084,1.53587,0.67572,0.83543,0.90797,0.64516,0.7345,0.32557,2.06633,1.11074,0.84084,0.0015644,0.0015644,0.0015644
46,437.204,1.52728,0.6753,0.83079,0.85544,0.64875,0.68682,0.29157,2.17559,1.11161,0.85544,0.0015545,0.0015545,0.0015545
47,446.238,1.55469,0.66371,0.8363,0.83141,0.69892,0.6995,0.29171,2.24848,1.05661,0.85806,0.0015446,0.0015446,0.0015446
48,455.288,1.55619,0.67238,0.84285,0.8621,0.6722,0.72313,0.31256,2.15073,1.10039,0.85271,0.0015347,0.0015347,0.0015347
49,464.412,1.51796,0.66503,0.82719,0.85357,0.63082,0.69091,0.30025,2.14702,1.16372,0.85822,0.0015248,0.0015248,0.0015248
50,473.696,1.53903,0.66462,0.8299,0.89938,0.68638,0.73989,0.31946,2.10879,1.11181,0.85049,0.0015149,0.0015149,0.0015149
51,482.799,1.53582,0.65722,0.83105,0.87245,0.65412,0.71663,0.31696,2.14596,1.08617,0.85335,0.001505,0.001505,0.001505
52,491.843,1.47822,0.63824,0.83308,0.8038,0.67742,0.71581,0.31226,2.19479,1.1235,0.86211,0.0014951,0.0014951,0.0014951
53,501.014,1.54518,0.66787,0.83205,0.86386,0.67563,0.7199,0.30976,2.22112,1.10753,0.86332,0.0014852,0.0014852,0.0014852
54,510.086,1.51247,0.64967,0.83757,0.88708,0.65054,0.72862,0.32569,2.13293,1.09484,0.85455,0.0014753,0.0014753,0.0014753
55,519.166,1.51373,0.65469,0.8322,0.90288,0.70072,0.74198,0.31848,2.12076,1.11238,0.85076,0.0014654,0.0014654,0.0014654
56,528.053,1.52124,0.65198,0.82872,0.8953,0.64364,0.70678,0.31924,2.03339,1.28292,0.84087,0.0014555,0.0014555,0.0014555
57,537.12,1.53496,0.68081,0.82586,0.90877,0.71864,0.75362,0.32302,2.0927,1.0473,0.84401,0.0014456,0.0014456,0.0014456
58,546.203,1.47568,0.63072,0.83169,0.88477,0.69176,0.73874,0.32427,2.12984,1.09206,0.84913,0.0014357,0.0014357,0.0014357
59,555.147,1.46851,0.62601,0.83382,0.88017,0.71081,0.76307,0.33467,2.07698,1.01043,0.84738,0.0014258,0.0014258,0.0014258
60,564.051,1.46488,0.62898,0.82381,0.8794,0.63082,0.74276,0.33696,2.05533,1.02519,0.84641,0.0014159,0.0014159,0.0014159
61,572.996,1.44105,0.6157,0.82737,0.87378,0.70072,0.75231,0.32266,2.16854,1.0302,0.85706,0.001406,0.001406,0.001406
62,581.919,1.48187,0.64125,0.83628,0.84149,0.72305,0.74716,0.31554,2.20265,1.00684,0.86977,0.0013961,0.0013961,0.0013961
63,591.121,1.52433,0.6496,0.8289,0.85625,0.67025,0.71409,0.28952,2.32228,1.15027,0.87774,0.0013862,0.0013862,0.0013862
64,600.204,1.50764,0.63795,0.82944,0.88448,0.68609,0.73608,0.30645,2.22474,1.12218,0.87125,0.0013763,0.0013763,0.0013763
65,609.211,1.48875,0.64809,0.8314,0.89889,0.75269,0.7874,0.34065,2.08123,1.01247,0.85137,0.0013664,0.0013664,0.0013664
66,618.236,1.44939,0.62366,0.82615,0.85434,0.72222,0.76405,0.33886,2.07365,1.08171,0.85044,0.0013565,0.0013565,0.0013565
67,627.3,1.47744,0.63391,0.82324,0.91607,0.71326,0.77227,0.35108,2.02732,1.07627,0.8458,0.0013466,0.0013466,0.0013466
68,636.344,1.45792,0.61715,0.8277,0.91024,0.71147,0.77867,0.35067,2.00131,0.98907,0.84088,0.0013367,0.0013367,0.0013367
69,645.583,1.46968,0.62262,0.82805,0.86206,0.71505,0.75109,0.3188,2.1703,1.03538,0.86654,0.0013268,0.0013268,0.0013268
70,654.71,1.42263,0.5902,0.8292,0.84074,0.7276,0.75662,0.34214,2.10974,0.98024,0.85273,0.0013169,0.0013169,0.0013169
71,663.861,1.4331,0.60427,0.82487,0.9027,0.73118,0.79534,0.3458,2.08418,0.95655,0.84681,0.001307,0.001307,0.001307
72,672.964,1.46771,0.63944,0.82501,0.87511,0.71576,0.76867,0.34355,2.06023,0.9893,0.85048,0.0012971,0.0012971,0.0012971
73,681.998,1.44301,0.6091,0.82473,0.91118,0.73535,0.79239,0.35077,1.96902,0.99746,0.84174,0.0012872,0.0012872,0.0012872
74,691.132,1.42732,0.61095,0.82979,0.91472,0.71123,0.77186,0.34559,2.0054,0.95161,0.84017,0.0012773,0.0012773,0.0012773
75,700.153,1.4508,0.61963,0.82585,0.88949,0.681,0.76744,0.35517,2.03263,1.00545,0.84886,0.0012674,0.0012674,0.0012674
76,709.307,1.45488,0.62409,0.82036,0.88091,0.70259,0.78657,0.35834,2.06758,1.07451,0.85473,0.0012575,0.0012575,0.0012575
77,718.428,1.50362,0.63328,0.83279,0.88391,0.70953,0.77237,0.34117,2.1337,1.09122,0.85487,0.0012476,0.0012476,0.0012476
78,727.509,1.46974,0.61722,0.82538,0.83172,0.72634,0.73758,0.31956,2.13088,1.02586,0.84648,0.0012377,0.0012377,0.0012377
79,736.546,1.44114,0.61506,0.82523,0.9015,0.68885,0.73686,0.33849,2.07511,1.02863,0.84165,0.0012278,0.0012278,0.0012278
80,745.61,1.4412,0.61796,0.82385,0.86449,0.72581,0.75414,0.33545,2.11514,0.98784,0.85157,0.0012179,0.0012179,0.0012179
81,754.578,1.43668,0.61479,0.82172,0.85912,0.73118,0.76672,0.33879,2.09785,0.96574,0.84899,0.001208,0.001208,0.001208
82,763.639,1.42039,0.60642,0.83053,0.88974,0.73118,0.77526,0.33704,2.1102,1.02008,0.85071,0.0011981,0.0011981,0.0011981
83,772.702,1.45647,0.62534,0.82679,0.8525,0.72506,0.75806,0.33862,2.08946,0.97911,0.84843,0.0011882,0.0011882,0.0011882
84,781.778,1.41252,0.6096,0.82348,0.9153,0.72581,0.78204,0.33914,2.07971,0.93419,0.85043,0.0011783,0.0011783,0.0011783
85,791.016,1.41083,0.60342,0.82111,0.89709,0.71685,0.76422,0.34715,2.05272,0.98998,0.84397,0.0011684,0.0011684,0.0011684
86,800.044,1.4053,0.603,0.82157,0.88666,0.73656,0.76625,0.34801,2.05047,1.02289,0.84317,0.0011585,0.0011585,0.0011585
87,809.111,1.3587,0.57193,0.81906,0.85461,0.72684,0.76422,0.34194,2.10003,1.00608,0.84212,0.0011486,0.0011486,0.0011486
88,818.604,1.42113,0.58086,0.82698,0.86102,0.72581,0.75302,0.33168,2.10805,1.01722,0.84227,0.0011387,0.0011387,0.0011387
89,827.672,1.45678,0.61189,0.81965,0.86395,0.75269,0.77479,0.35031,2.05964,0.97284,0.84282,0.0011288,0.0011288,0.0011288
90,836.631,1.37304,0.57563,0.81987,0.8963,0.68996,0.72545,0.32756,2.11459,1.0611,0.84742,0.0011189,0.0011189,0.0011189
91,845.621,1.38936,0.58416,0.82216,0.89211,0.67563,0.72246,0.33363,2.09245,1.07029,0.84638,0.001109,0.001109,0.001109
92,854.539,1.44191,0.60322,0.82218,0.91699,0.67314,0.74635,0.32526,2.14722,1.07949,0.8564,0.0010991,0.0010991,0.0010991
93,863.468,1.40124,0.58879,0.82476,0.89922,0.6876,0.7322,0.33994,2.04686,1.06055,0.84158,0.0010892,0.0010892,0.0010892
94,872.478,1.37799,0.57026,0.82013,0.8584,0.70609,0.76042,0.35073,2.02294,1.02292,0.84198,0.0010793,0.0010793,0.0010793
95,881.456,1.33888,0.56513,0.82459,0.8809,0.72902,0.76143,0.33673,2.08934,0.9869,0.85333,0.0010694,0.0010694,0.0010694
96,890.377,1.38781,0.58414,0.82097,0.88804,0.7276,0.75924,0.34222,2.03343,0.9925,0.84286,0.0010595,0.0010595,0.0010595
97,899.357,1.41156,0.59269,0.82281,0.86491,0.70789,0.73132,0.31931,2.12371,1.07793,0.84948,0.0010496,0.0010496,0.0010496
98,908.318,1.35735,0.56875,0.81532,0.85155,0.71958,0.75374,0.33298,2.0961,0.99316,0.85161,0.0010397,0.0010397,0.0010397
99,917.166,1.39144,0.5885,0.8237,0.87068,0.7481,0.78939,0.34098,2.1179,0.94362,0.86003,0.0010298,0.0010298,0.0010298
100,926.166,1.39183,0.60004,0.81796,0.90907,0.72939,0.77085,0.35385,2.01353,0.97578,0.8407,0.0010199,0.0010199,0.0010199
101,935.02,1.35614,0.57281,0.81363,0.88475,0.70609,0.73729,0.33447,2.07185,1.08815,0.84444,0.00101,0.00101,0.00101
102,943.888,1.35533,0.57999,0.8192,0.87023,0.68503,0.72459,0.31906,2.19791,1.15693,0.86366,0.0010001,0.0010001,0.0010001
103,952.85,1.3811,0.57583,0.81637,0.85087,0.68817,0.71614,0.33048,2.05007,1.10684,0.84314,0.0009902,0.0009902,0.0009902
104,961.869,1.34681,0.56913,0.79943,0.86034,0.70609,0.73859,0.33957,2.08517,1.01545,0.84825,0.0009803,0.0009803,0.0009803
105,970.72,1.32226,0.54768,0.81869,0.91008,0.70741,0.75602,0.34313,2.06619,1.02721,0.85387,0.0009704,0.0009704,0.0009704
106,979.669,1.37672,0.59279,0.82678,0.88268,0.72222,0.75376,0.35263,2.00264,1.00374,0.84105,0.0009605,0.0009605,0.0009605
107,988.504,1.37533,0.58443,0.82022,0.92234,0.7237,0.76151,0.35349,2.02674,1.03962,0.84295,0.0009506,0.0009506,0.0009506
108,997.325,1.37519,0.5613,0.81973,0.89602,0.71038,0.76464,0.35914,2.02422,1.05374,0.8399,0.0009407,0.0009407,0.0009407
109,1006.27,1.34555,0.56723,0.81615,0.85306,0.71326,0.75066,0.341,2.13006,1.05946,0.85521,0.0009308,0.0009308,0.0009308
110,1015.07,1.4147,0.58213,0.82024,0.87521,0.70388,0.75412,0.34274,2.08041,1.03072,0.84768,0.0009209,0.0009209,0.0009209
111,1024.11,1.33563,0.56051,0.81758,0.9087,0.69565,0.74522,0.35161,2.01421,1.08084,0.83784,0.000911,0.000911,0.000911
112,1033,1.36909,0.57624,0.82468,0.89916,0.69176,0.7429,0.36167,2.00954,1.10548,0.83839,0.0009011,0.0009011,0.0009011
113,1042.02,1.36044,0.55494,0.81361,0.88844,0.70968,0.72896,0.33831,2.05369,1.08879,0.8429,0.0008912,0.0008912,0.0008912
114,1051.23,1.35991,0.5517,0.81438,0.88714,0.71842,0.75601,0.3543,2.06003,1.04766,0.84531,0.0008813,0.0008813,0.0008813
115,1060.1,1.31724,0.55251,0.81654,0.89103,0.7491,0.7789,0.36204,2.06821,1.00639,0.84646,0.0008714,0.0008714,0.0008714
116,1069.09,1.37382,0.57589,0.82032,0.90869,0.74903,0.78354,0.36426,2.00216,0.95297,0.83945,0.0008615,0.0008615,0.0008615
117,1077.97,1.35378,0.55544,0.81884,0.885,0.70334,0.75352,0.33481,2.1547,1.06238,0.8539,0.0008516,0.0008516,0.0008516
118,1086.81,1.29569,0.55365,0.81165,0.89052,0.68996,0.7355,0.3412,2.09197,1.03825,0.84455,0.0008417,0.0008417,0.0008417
119,1095.87,1.3882,0.56746,0.81528,0.8826,0.69534,0.73013,0.33739,2.07707,1.01931,0.85046,0.0008318,0.0008318,0.0008318
120,1104.85,1.34925,0.55792,0.81852,0.89145,0.69176,0.74461,0.33481,2.08519,1.00245,0.85032,0.0008219,0.0008219,0.0008219
121,1113.74,1.31747,0.55277,0.81175,0.89908,0.69713,0.73779,0.33989,2.06731,1.01224,0.84707,0.000812,0.000812,0.000812
122,1123.38,1.32844,0.54205,0.81332,0.87998,0.73656,0.77191,0.35927,2.04117,0.99429,0.84583,0.0008021,0.0008021,0.0008021
123,1132.62,1.33369,0.56995,0.8126,0.87222,0.71326,0.74596,0.34143,2.08693,0.97863,0.8502,0.0007922,0.0007922,0.0007922
124,1141.52,1.31389,0.56442,0.80655,0.87375,0.68218,0.70786,0.33457,2.04601,1.07169,0.84215,0.0007823,0.0007823,0.0007823
125,1150.58,1.32867,0.56284,0.81011,0.85654,0.73118,0.75265,0.35152,2.04128,0.97774,0.84653,0.0007724,0.0007724,0.0007724
126,1159.49,1.30983,0.54759,0.81424,0.8786,0.74194,0.78023,0.36702,1.98986,0.94576,0.84385,0.0007625,0.0007625,0.0007625
127,1168.4,1.31099,0.54402,0.81533,0.83803,0.72327,0.74865,0.33948,2.12049,0.95291,0.8614,0.0007526,0.0007526,0.0007526
128,1177.43,1.31133,0.54475,0.81772,0.89205,0.69601,0.74342,0.36175,2.02389,0.99938,0.84505,0.0007427,0.0007427,0.0007427
129,1186.38,1.33323,0.56066,0.81126,0.8782,0.7365,0.75772,0.35472,2.02401,0.93899,0.84304,0.0007328,0.0007328,0.0007328
130,1195.34,1.34095,0.54831,0.81164,0.8881,0.74731,0.78742,0.36227,2.03348,0.92725,0.84487,0.0007229,0.0007229,0.0007229
131,1204.3,1.30055,0.55244,0.81213,0.89925,0.71982,0.76166,0.34529,2.07846,0.94982,0.84346,0.000713,0.000713,0.000713
132,1213.25,1.26303,0.51988,0.81452,0.90688,0.7043,0.75842,0.35517,2.02287,1.01835,0.83887,0.0007031,0.0007031,0.0007031
133,1222.09,1.29022,0.54576,0.81669,0.91704,0.69176,0.73723,0.34498,2.01311,1.07317,0.83701,0.0006932,0.0006932,0.0006932
134,1231.15,1.31558,0.55378,0.80799,0.90169,0.6739,0.72033,0.33826,2.03776,1.10879,0.84189,0.0006833,0.0006833,0.0006833
135,1240,1.2721,0.51872,0.81323,0.90757,0.68817,0.76279,0.352,2.08487,1.02334,0.85131,0.0006734,0.0006734,0.0006734
136,1248.98,1.31888,0.54968,0.81068,0.9225,0.68264,0.75629,0.3573,2.05216,0.9955,0.84396,0.0006635,0.0006635,0.0006635
137,1257.99,1.29303,0.53571,0.81311,0.89933,0.681,0.7371,0.3446,2.07746,1.00297,0.8439,0.0006536,0.0006536,0.0006536
138,1266.98,1.30722,0.5512,0.81513,0.88242,0.67204,0.72413,0.33805,2.10114,1.03521,0.85019,0.0006437,0.0006437,0.0006437
139,1275.86,1.28649,0.54821,0.81687,0.88009,0.65054,0.71952,0.32853,2.11066,1.05345,0.8496,0.0006338,0.0006338,0.0006338
140,1284.86,1.28975,0.54173,0.81117,0.90695,0.66377,0.73564,0.33659,2.07021,1.01355,0.84752,0.0006239,0.0006239,0.0006239
141,1293.85,1.26622,0.53085,0.81469,0.89995,0.67704,0.74072,0.34627,2.0511,1.03172,0.84752,0.000614,0.000614,0.000614
142,1302.7,1.24629,0.52961,0.81318,0.8816,0.70724,0.74295,0.34861,2.05778,1.00909,0.84747,0.0006041,0.0006041,0.0006041
143,1311.72,1.31746,0.55166,0.8131,0.90765,0.70789,0.76103,0.34633,2.09631,1.02079,0.84977,0.0005942,0.0005942,0.0005942
144,1320.65,1.29361,0.54297,0.80355,0.91315,0.68996,0.7574,0.34874,2.07329,1.01683,0.84615,0.0005843,0.0005843,0.0005843
145,1329.49,1.2542,0.51132,0.80933,0.90556,0.69534,0.75022,0.34321,2.09432,1.0554,0.84992,0.0005744,0.0005744,0.0005744
146,1338.36,1.28132,0.52864,0.8154,0.92093,0.68876,0.75226,0.35375,2.07132,1.073,0.84555,0.0005645,0.0005645,0.0005645
147,1347.26,1.29835,0.52171,0.81486,0.9255,0.66791,0.75902,0.36478,2.03067,1.05896,0.84031,0.0005546,0.0005546,0.0005546
148,1356.06,1.27539,0.51942,0.81037,0.89818,0.66487,0.72488,0.3473,2.05996,1.08317,0.84255,0.0005447,0.0005447,0.0005447
149,1364.96,1.26068,0.51734,0.81783,0.93223,0.66565,0.74493,0.36169,2.04654,1.1007,0.84269,0.0005348,0.0005348,0.0005348
150,1373.94,1.28716,0.53364,0.81582,0.92313,0.67921,0.7341,0.33889,2.11314,1.13572,0.84474,0.0005249,0.0005249,0.0005249
151,1382.8,1.26391,0.5266,0.80843,0.92732,0.67742,0.75158,0.35674,2.039,1.05718,0.84391,0.000515,0.000515,0.000515
152,1391.65,1.24958,0.51511,0.8088,0.89992,0.71147,0.74347,0.35437,2.05699,1.01535,0.84364,0.0005051,0.0005051,0.0005051
153,1400.48,1.25543,0.52009,0.80855,0.89446,0.71326,0.7553,0.34324,2.10458,1.01651,0.85047,0.0004952,0.0004952,0.0004952
154,1409.23,1.26808,0.52886,0.81256,0.90111,0.70217,0.75081,0.35466,2.02202,0.98147,0.84331,0.0004853,0.0004853,0.0004853
155,1418.37,1.2755,0.52601,0.81274,0.92668,0.70212,0.76984,0.3555,2.02717,0.98917,0.84263,0.0004754,0.0004754,0.0004754
156,1427.78,1.23041,0.50164,0.80787,0.91332,0.71147,0.76456,0.36509,2.00032,0.96755,0.84068,0.0004655,0.0004655,0.0004655
157,1436.81,1.24503,0.5212,0.80655,0.90579,0.67196,0.73161,0.33388,2.08567,1.10424,0.84484,0.0004556,0.0004556,0.0004556
158,1445.81,1.24466,0.51894,0.80446,0.93026,0.69329,0.74132,0.34433,2.05878,1.06777,0.84556,0.0004457,0.0004457,0.0004457
159,1454.79,1.24403,0.52311,0.80852,0.92024,0.69713,0.7546,0.3625,2.03744,1.05309,0.84358,0.0004358,0.0004358,0.0004358
160,1463.62,1.26299,0.51868,0.80943,0.88314,0.71864,0.76223,0.35924,2.03315,0.99876,0.84458,0.0004259,0.0004259,0.0004259
161,1472.55,1.26935,0.52593,0.80986,0.9174,0.681,0.73269,0.33915,2.06951,1.09061,0.84606,0.000416,0.000416,0.000416
162,1481.47,1.25255,0.51764,0.80973,0.91465,0.68459,0.73024,0.33818,2.07329,1.089,0.84484,0.0004061,0.0004061,0.0004061
163,1490.42,1.27573,0.52506,0.81193,0.92446,0.67921,0.74276,0.33771,2.10099,1.0667,0.84726,0.0003962,0.0003962,0.0003962
164,1499.41,1.24963,0.52688,0.80497,0.87881,0.70609,0.75106,0.35405,2.05528,1.01919,0.8452,0.0003863,0.0003863,0.0003863
165,1508.28,1.25532,0.50923,0.81252,0.88174,0.7043,0.74424,0.35307,2.02565,0.99283,0.84217,0.0003764,0.0003764,0.0003764
166,1517.21,1.23697,0.51881,0.80896,0.88657,0.71439,0.76678,0.35407,2.05196,0.97308,0.84604,0.0003665,0.0003665,0.0003665
167,1526.16,1.2024,0.49635,0.80795,0.86776,0.72581,0.76442,0.35131,2.0706,0.97798,0.84596,0.0003566,0.0003566,0.0003566
168,1535.03,1.24434,0.51101,0.80826,0.86223,0.73477,0.76422,0.35356,2.06312,0.98826,0.84633,0.0003467,0.0003467,0.0003467
169,1543.95,1.23897,0.50214,0.81602,0.87832,0.72043,0.75169,0.35353,2.04501,1.00054,0.84366,0.0003368,0.0003368,0.0003368
170,1552.88,1.25796,0.51999,0.80762,0.88475,0.7043,0.7316,0.34129,2.06576,1.02061,0.84191,0.0003269,0.0003269,0.0003269
171,1561.84,1.22822,0.51003,0.8091,0.89638,0.71147,0.75186,0.34463,2.06312,0.97011,0.84281,0.000317,0.000317,0.000317
172,1570.87,1.26154,0.52204,0.81131,0.90226,0.72789,0.76541,0.35466,2.03362,0.95378,0.84081,0.0003071,0.0003071,0.0003071
173,1579.82,1.19745,0.50627,0.79856,0.88997,0.71864,0.7489,0.34862,2.06361,0.99088,0.842,0.0002972,0.0002972,0.0002972
174,1588.71,1.23059,0.52842,0.80856,0.87526,0.71326,0.74404,0.35395,2.03654,0.98327,0.84108,0.0002873,0.0002873,0.0002873
175,1597.53,1.21809,0.50766,0.80259,0.90073,0.7317,0.76064,0.35543,2.02781,0.97802,0.84194,0.0002774,0.0002774,0.0002774
176,1606.4,1.21527,0.50777,0.80613,0.90217,0.71505,0.74849,0.3524,2.01847,1.00605,0.84166,0.0002675,0.0002675,0.0002675
177,1615.43,1.27205,0.53595,0.80569,0.90171,0.7276,0.75596,0.34912,2.01878,0.99949,0.84054,0.0002576,0.0002576,0.0002576
178,1624.33,1.25056,0.51691,0.80694,0.89936,0.72939,0.76104,0.35786,2.00038,0.99839,0.84144,0.0002477,0.0002477,0.0002477
179,1633.18,1.20329,0.50315,0.80408,0.91412,0.70577,0.73968,0.34996,2.0234,1.05589,0.84382,0.0002378,0.0002378,0.0002378
180,1642.08,1.19336,0.48956,0.80955,0.90137,0.68788,0.7266,0.34194,2.04865,1.10228,0.84517,0.0002279,0.0002279,0.0002279
181,1651.08,1.21368,0.50621,0.80256,0.90153,0.68913,0.72779,0.34667,2.05527,1.11977,0.84357,0.000218,0.000218,0.000218
182,1660.02,1.2132,0.49991,0.80298,0.91453,0.69713,0.74576,0.35001,2.0467,1.10152,0.84466,0.0002081,0.0002081,0.0002081
183,1669.15,1.17117,0.49145,0.80291,0.92119,0.7122,0.75264,0.35556,2.02617,1.07595,0.84386,0.0001982,0.0001982,0.0001982
184,1678.03,1.19226,0.49329,0.80554,0.9167,0.71864,0.75948,0.35728,2.0178,1.04477,0.84194,0.0001883,0.0001883,0.0001883
185,1686.93,1.21826,0.49887,0.80957,0.8948,0.72043,0.75964,0.36193,2.00737,1.03276,0.84008,0.0001784,0.0001784,0.0001784
