epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,18163.5,1.01288,0.48333,0.91134,0.98471,0.97394,0.99227,0.78391,0.79955,0.3583,0.86775,0.007426,0.007426,0.007426
28,18833.3,1.00807,0.48019,0.91132,0.985,0.97385,0.99237,0.78997,0.77916,0.35543,0.86465,0.007327,0.007327,0.007327
29,19504.6,1.00233,0.47825,0.90936,0.98492,0.97492,0.99257,0.79079,0.77674,0.35067,0.86396,0.007228,0.007228,0.007228
30,20173,0.99201,0.47013,0.90596,0.98593,0.97464,0.9926,0.79377,0.76939,0.34885,0.86306,0.007129,0.007129,0.007129
31,20841.4,0.98912,0.47175,0.9063,0.98523,0.97526,0.99254,0.79532,0.76034,0.3474,0.86,0.00703,0.00703,0.00703
32,21510.6,0.98481,0.4688,0.90349,0.98653,0.97418,0.99266,0.79686,0.7582,0.34489,0.85957,0.006931,0.006931,0.006931
33,22178.8,0.97359,0.4631,0.9007,0.98659,0.97344,0.99289,0.79907,0.75513,0.34192,0.85839,0.006832,0.006832,0.006832
34,22852,0.97399,0.46415,0.9042,0.9864,0.97555,0.99314,0.79921,0.7476,0.33873,0.85748,0.006733,0.006733,0.006733
35,23520.3,0.96922,0.45881,0.90242,0.98615,0.97662,0.99305,0.80288,0.73909,0.33632,0.85563,0.006634,0.006634,0.006634
36,24189.4,0.96017,0.45768,0.89894,0.98492,0.97709,0.99304,0.80451,0.73635,0.33392,0.85508,0.006535,0.006535,0.006535
37,24861,0.95396,0.45412,0.89845,0.98791,0.97474,0.99315,0.80714,0.73015,0.33224,0.85379,0.006436,0.006436,0.006436
38,25532,0.95246,0.45277,0.89657,0.9887,0.97515,0.99338,0.81099,0.72195,0.32839,0.85315,0.006337,0.006337,0.006337
39,26200.7,0.94288,0.44762,0.89421,0.98901,0.97555,0.99328,0.81092,0.72521,0.32788,0.85331,0.006238,0.006238,0.006238
40,26871,0.94063,0.44607,0.89455,0.9874,0.97789,0.99345,0.81107,0.72175,0.3266,0.85285,0.006139,0.006139,0.006139
41,27542.6,0.93546,0.44718,0.89373,0.98733,0.97838,0.99346,0.81345,0.71064,0.32255,0.84995,0.00604,0.00604,0.00604
42,28215.1,0.92906,0.44361,0.89255,0.98746,0.97772,0.99349,0.81374,0.71504,0.3226,0.84973,0.005941,0.005941,0.005941
43,28883.9,0.92976,0.44076,0.89231,0.98674,0.97834,0.99353,0.81817,0.70312,0.31976,0.84901,0.005842,0.005842,0.005842
44,29553.4,0.9206,0.43866,0.89171,0.98888,0.97608,0.99355,0.81915,0.70043,0.31773,0.84786,0.005743,0.005743,0.005743
45,30224.1,0.92155,0.43785,0.8896,0.9877,0.97812,0.99372,0.82008,0.69765,0.31564,0.8471,0.005644,0.005644,0.005644
46,30895.7,0.91373,0.43574,0.88873,0.9872,0.97965,0.9938,0.82111,0.6926,0.31381,0.84647,0.005545,0.005545,0.005545
47,31565.9,0.90767,0.4312,0.88821,0.9893,0.97907,0.99386,0.82111,0.69011,0.31205,0.84567,0.005446,0.005446,0.005446
48,32235.6,0.90809,0.43321,0.88639,0.98941,0.97877,0.9938,0.82372,0.68397,0.31079,0.84417,0.005347,0.005347,0.005347
49,32905.7,0.90118,0.42898,0.88517,0.98963,0.97867,0.99385,0.82403,0.68358,0.30958,0.84398,0.005248,0.005248,0.005248
50,33577.3,0.89068,0.42367,0.8844,0.9896,0.97915,0.99389,0.82526,0.68113,0.30874,0.84331,0.005149,0.005149,0.005149
51,34246.5,0.89556,0.42393,0.88601,0.98955,0.9797,0.99394,0.82579,0.67778,0.30654,0.8427,0.00505,0.00505,0.00505
52,34919.6,0.89114,0.42511,0.8842,0.98981,0.97995,0.99405,0.82695,0.67581,0.30528,0.84219,0.004951,0.004951,0.004951
53,35591.6,0.88852,0.42458,0.88272,0.98957,0.98083,0.99404,0.82782,0.67332,0.30429,0.84178,0.004852,0.004852,0.004852
54,36263.4,0.88327,0.41961,0.88093,0.98863,0.98127,0.99404,0.8283,0.67089,0.30396,0.84141,0.004753,0.004753,0.004753
55,36932,0.88013,0.41788,0.88068,0.98825,0.98156,0.99402,0.82836,0.67017,0.30328,0.84133,0.004654,0.004654,0.004654
56,37602.4,0.87716,0.41539,0.87996,0.98867,0.98085,0.99401,0.82914,0.66888,0.30247,0.84109,0.004555,0.004555,0.004555
57,38273.5,0.86965,0.41227,0.8788,0.98876,0.98085,0.99403,0.82968,0.6666,0.30134,0.84041,0.004456,0.004456,0.004456
58,38942.2,0.87365,0.41443,0.87873,0.98894,0.98094,0.99403,0.83126,0.66463,0.30037,0.83992,0.004357,0.004357,0.004357
59,39609.5,0.86374,0.41382,0.879,0.98902,0.98099,0.99408,0.83183,0.66205,0.29944,0.8393,0.004258,0.004258,0.004258
60,40280.1,0.85835,0.40665,0.87721,0.98949,0.98067,0.99408,0.83246,0.66033,0.29825,0.83894,0.004159,0.004159,0.004159
61,40951.6,0.86485,0.41071,0.87814,0.98948,0.9809,0.9941,0.83386,0.6569,0.29695,0.83835,0.00406,0.00406,0.00406
62,41619.5,0.86204,0.40881,0.8776,0.99,0.98106,0.99412,0.83433,0.65462,0.29615,0.83789,0.003961,0.003961,0.003961
63,42291.8,0.85208,0.4061,0.87382,0.99033,0.98117,0.99415,0.83464,0.65369,0.29578,0.83753,0.003862,0.003862,0.003862
64,42963.5,0.84678,0.40302,0.87373,0.99069,0.9812,0.99416,0.83509,0.65256,0.295,0.83721,0.003763,0.003763,0.003763
65,43635.7,0.84818,0.40261,0.87512,0.99047,0.9814,0.99418,0.83581,0.65163,0.29426,0.83692,0.003664,0.003664,0.003664
66,44305.6,0.84273,0.40052,0.87428,0.99058,0.98126,0.99417,0.83616,0.6504,0.29367,0.83666,0.003565,0.003565,0.003565
67,44975.4,0.83389,0.39553,0.87005,0.99033,0.98189,0.99421,0.83662,0.649,0.29295,0.83632,0.003466,0.003466,0.003466
68,45647.2,0.83337,0.39399,0.87208,0.98934,0.98343,0.99423,0.83729,0.64681,0.29218,0.83594,0.003367,0.003367,0.003367
69,46318.9,0.8273,0.39245,0.86988,0.98982,0.98355,0.99425,0.8378,0.64467,0.2916,0.83555,0.003268,0.003268,0.003268
70,46987.1,0.83049,0.394,0.87171,0.98963,0.98368,0.99426,0.83873,0.64319,0.29083,0.83526,0.003169,0.003169,0.003169
71,47658.6,0.82459,0.39036,0.86933,0.98957,0.98382,0.99428,0.83926,0.6411,0.28996,0.83486,0.00307,0.00307,0.00307
72,48331,0.82307,0.38977,0.86766,0.98942,0.98377,0.99428,0.83963,0.63887,0.28913,0.83447,0.002971,0.002971,0.002971
73,49002.7,0.81874,0.38941,0.86944,0.98986,0.98373,0.99429,0.84036,0.63717,0.28845,0.83413,0.002872,0.002872,0.002872
74,49674.1,0.81791,0.38751,0.86709,0.98944,0.984,0.99429,0.8408,0.63589,0.28801,0.83382,0.002773,0.002773,0.002773
75,50345.1,0.81263,0.38492,0.86652,0.98925,0.98429,0.99429,0.8411,0.63457,0.28757,0.83358,0.002674,0.002674,0.002674
76,51017.2,0.81079,0.38348,0.86809,0.98923,0.98409,0.99429,0.8422,0.63264,0.28702,0.83323,0.002575,0.002575,0.002575
77,51688.6,0.80591,0.38262,0.86571,0.98909,0.98445,0.9943,0.84268,0.63143,0.28652,0.83298,0.002476,0.002476,0.002476
78,52359.6,0.80921,0.3843,0.86601,0.98919,0.98446,0.99432,0.84294,0.63046,0.28607,0.83275,0.002377,0.002377,0.002377
79,53031.7,0.7997,0.37826,0.86502,0.98907,0.98477,0.99433,0.8432,0.62965,0.28582,0.83251,0.002278,0.002278,0.002278
80,53704.5,0.79346,0.37627,0.86255,0.98921,0.9847,0.99434,0.84345,0.6284,0.28544,0.83222,0.002179,0.002179,0.002179
81,54375.9,0.7946,0.37661,0.86104,0.98914,0.98465,0.99435,0.84394,0.62711,0.28517,0.832,0.00208,0.00208,0.00208
82,55044.7,0.79291,0.37525,0.86357,0.98943,0.98472,0.99437,0.84438,0.62621,0.28481,0.83177,0.001981,0.001981,0.001981
83,55716.1,0.79106,0.37423,0.86315,0.98923,0.98483,0.99437,0.84511,0.62539,0.28455,0.83157,0.001882,0.001882,0.001882
84,56387.8,0.79075,0.37492,0.86118,0.98926,0.98497,0.99438,0.84531,0.62424,0.28439,0.83135,0.001783,0.001783,0.001783
85,57058.5,0.77806,0.36814,0.8598,0.98916,0.98528,0.99438,0.84566,0.62392,0.28409,0.83122,0.001684,0.001684,0.001684
86,57727.1,0.78,0.36917,0.86167,0.98938,0.98521,0.99439,0.84621,0.6225,0.2838,0.83099,0.001585,0.001585,0.001585
87,58397.8,0.77503,0.36675,0.85931,0.98956,0.98529,0.9944,0.84691,0.62174,0.28361,0.83083,0.001486,0.001486,0.001486
88,59069.8,0.77566,0.36403,0.85852,0.98968,0.98544,0.9944,0.84736,0.62086,0.28323,0.83064,0.001387,0.001387,0.001387
89,59741.2,0.77287,0.36359,0.85598,0.98965,0.98551,0.9944,0.84753,0.62023,0.28305,0.83051,0.001288,0.001288,0.001288
90,60411.6,0.77034,0.36358,0.85773,0.9898,0.98546,0.99441,0.84783,0.61937,0.2828,0.83037,0.001189,0.001189,0.001189
91,61100,0.66878,0.30668,0.83986,0.98982,0.98546,0.99441,0.84823,0.61848,0.28257,0.8302,0.00109,0.00109,0.00109
92,61764.8,0.65793,0.30146,0.83832,0.98968,0.9856,0.99442,0.84853,0.61739,0.2822,0.83001,0.000991,0.000991,0.000991
93,62429,0.64965,0.29806,0.83602,0.98969,0.98568,0.99442,0.84938,0.61581,0.28166,0.82979,0.000892,0.000892,0.000892
94,63129.1,0.64495,0.29634,0.83519,0.98942,0.98584,0.99443,0.84986,0.61428,0.28113,0.82955,0.000793,0.000793,0.000793
95,63833,0.64039,0.2935,0.83311,0.98936,0.98608,0.99443,0.85045,0.61272,0.28067,0.82931,0.000694,0.000694,0.000694
96,64523,0.63367,0.29084,0.83264,0.98951,0.9861,0.99444,0.85089,0.61134,0.28002,0.82908,0.000595,0.000595,0.000595
97,65219.2,0.62746,0.28725,0.8319,0.98943,0.98628,0.99444,0.85129,0.60984,0.27958,0.82887,0.000496,0.000496,0.000496
98,65895.1,0.62578,0.28695,0.83077,0.98941,0.98649,0.99445,0.8517,0.60849,0.27918,0.82868,0.000397,0.000397,0.000397
99,66576.4,0.62001,0.28368,0.83012,0.98946,0.9865,0.99446,0.8523,0.6071,0.27848,0.82849,0.000298,0.000298,0.000298
100,67245.8,0.62024,0.28394,0.82872,0.98965,0.98641,0.99446,0.85336,0.60585,0.27815,0.82828,0.000199,0.000199,0.000199
